station_id,station_name,lat,long
8005.03,E 157 St & River Ave,40.825737,-73.927311
6170.02,Vernon Blvd & 50 Ave,40.74232744,-73.95411749
7617.07,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613
4611.03,Willoughby Ave & Hall St,40.69196035,-73.96536851
6569.08,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889
5636.11,Great Jones St,40.72743423,-73.99379025
8153.1,W 163 St & Edgecombe Ave,40.835798,-73.937496
5730.08,Greenwich St & W Houston St,40.728846,-74.008591
5755.01,Washington Pl & Broadway,40.72903917,-73.99404649
5137.11,Fulton St & William St,40.70960089363537,-74.00655090808868
6989.07,31 St & Astoria Blvd,40.7699176,-73.9184057
5414.06,Allen St & Rivington St,40.72019576,-73.98997825
4993.15,Water St & Gouverneur Ln,40.70469667894968,-74.00803416967392
5359.1,Hudson St & Reade St,40.71625008,-74.0091059
8122.04,E 169 St & Webster Ave,40.834015,-73.908863
4371.01,Warren St & Smith St,40.68542400997018,-73.99127773940563
4476.03,Marcy Ave & Lafayette Ave,40.6900815,-73.947915
5980.07,E 17 St & Broadway,40.73704984,-73.99009296
8167.02,Wilkins Ave & Crotona Park E,40.835302,-73.895133
6667.04,W 47 St & 6 Ave,40.758397,-73.98255
3847.04,Carroll St & Franklin Ave,40.6679411,-73.9588
7159.08,Astoria Park S & Shore Blvd,40.7767,-73.927631
7344.06,E 92 St & Park Ave,40.78385,-73.95416
4903.08,Old Fulton St,40.70277159,-73.99383605
4101.17,President St & 4 Ave,40.676757,-73.983262
5805.05,Barrow St & Hudson St,40.73172428,-74.00674436
6514.08,Vernon Blvd & 41 Rd,40.7552433,-73.9485678
7018.01,31 St & Hoyt Ave N,40.7711528,-73.9170074
8108.02,Riverside Dr & W 153 St,40.832164,-73.949702
5838.09,Washington Pl & 6 Ave,40.73224119,-74.00026394
6030.04,W 13 St & 7 Ave,40.73781509,-73.99994661
6650.08,2 Ave & E 55 St,40.757920208794026,-73.96638214588165
6759.15,Crescent St & 34 Ave,40.76108,-73.930562
6514.08,Vernon Blvd & 41 Rd,40.755243,-73.948568
7126.01,21 St & Hoyt Ave S,40.774645,-73.923706
5288.08,Park Pl & Church St,40.71334184275907,-74.00935515761375
4781.05,Nassau St\t& Duffield St,40.698477,-73.98384
7543.15,3 Ave & E 112 St,40.795508,-73.941606
8104.1,Amsterdam Ave & W 156 St,40.832081,-73.942386
7837.3,St Nicholas Ave & W 134 St,40.816234,-73.948222
4497.09,Congress St & Hicks St,40.6893952,-73.9995126
5400.05,Harrison St & Hudson St,40.71870987,-74.0090009
5752.07,Milton St & Franklin St,40.72906,-73.95779
3776.05,Montgomery St & Franklin Ave,40.666439306870814,-73.9605563879013
8118.02,Franklin Ave & E 169 St,40.83171,-73.90208
4231.04,Underhill Ave & Pacific St,40.6804836,-73.9646795
7606.01,W 106 St & Central Park West,40.7981856,-73.9605909006
5553.03,E 3 St & 1 Ave,40.72467721,-73.98783413
6046.02,E 25 St & 2 Ave,40.73912601,-73.97973776
7052.01,W 63 St & Broadway,40.77163851,-73.98261428
7692.11,W 116 St & Amsterdam Ave,40.8067581,-73.9607082
7128.08,E 76 St & Park Ave,40.773763,-73.96222088
3611.02,Prospect Park SW & 10 Ave,40.659945,-73.977504
7905.05,Garrison Ave & Manida St,40.818743,-73.890247
7230.1,W 74 St & Columbus Ave,40.7785669,-73.97754961
6131.12,Madison Ave & E 26 St,40.742684734875695,-73.98671329021454
8841.03,W Mosholu Pkwy S & Sedgwick Ave,40.88226,-73.88702
7062.07,18 St & 27 Ave,40.772768286288304,-73.92743647098541
6729.02,21 St & 36 Ave,40.7601853,-73.9362726
6912.01,7 Ave & Central Park South,40.7667405590595,-73.9790689945221
5391.06,Lispenard St & Broadway,40.71939226,-74.00247214
5905.12,Broadway & E 14 St,40.73454567,-73.99074142
4134.06,Berkeley Pl & 6 Ave,40.6765304,-73.97846879
5489.04,N 11 St & Kent Ave,40.72248188638219,-73.95921930670738
4513.06,DeKalb Ave & Hudson Ave,40.689888,-73.981013
6915.02,Steinway St & 28 Ave,40.7656251,-73.9136695
5382.06,Grand St & Elizabeth St,40.718822,-73.99596
3771.06,14 St & 5 Ave,40.666287,-73.98895053
7685.14,Mt Morris Park W & W 120 St,40.804038,-73.945925
7340.06,Riverside Dr & W 78 St,40.78414472,-73.98362492
6935.01,Ditmars Blvd & 48 St,40.769219,-73.901001
3707.01,23 St & 3 Ave,40.662611,-73.998623
5712.12,E 5 St & Cooper Sq,40.72769,-73.990993
7619.05,W 107 St & Columbus Ave,40.7997568,-73.9621128676
7116.04,W 67 St & Broadway,40.77492513,-73.98266566
7039.03,Ditmars Blvd & 43 St,40.771203,-73.903865
6650.07,E 55 St & 2 Ave,40.75797322,-73.96603308
3385.06,Prospect Park SW & Greenwood Ave,40.652563,-73.972573
6812.06,30 Ave & 41 St,40.763422,-73.914142
3169.07,53 St & 4 Ave,40.644862,-74.014531
5279.03,Centre St & Worth St,40.71494807,-74.00234482
6929.02,31 Rd & 21 St,40.766824,-73.930486
6004.07,E 25 St & 1 Ave,40.7381765,-73.97738662
6313.1,Lexington Ave & E 36 St,40.7475739589548,-73.9788007736206
6089.08,Lexington Ave & E 26 St,40.741459,-73.983293
4519.02,Greene Ave & Nostrand Ave,40.6883337,-73.950916
6039.06,Washington St & Gansevoort St,40.739323,-74.008119
6579.03,58 St & 32 Ave,40.75574,-73.903427
6581.14,24 St & 38 Ave,40.756351,-73.936515
4366.01,Halsey St & Broadway,40.68565,-73.91564
5300.05,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386
8206.17,Amsterdam Ave & W 167 St,40.839443,-73.937044
5989.02,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099
5303.08,Canal St & Rutgers St,40.71427487,-73.98990025
5359.12,Duane St & Hudson St,40.71703,-74.00925
5964.01,Bank St & Washington St,40.7361967,-74.00859207
5997.1,W 12 St & Hudson St,40.73752993301071,-74.00558933615685
6629.06,48 St & Broadway,40.755763,-73.912715
4614.04,Atlantic Ave & Furman St,40.69165183,-73.9999786
6432.1,E 41 St & Madison Ave (SE corner),40.752049,-73.979635
7314.03,21 St & 21 Ave,40.782465,-73.914527
7735.23,E 128 St & Madison Ave,40.80756,-73.939182
3211.06,53 St & 2 Ave,40.64744,-74.018846
4455.1,Congress St & Clinton St,40.68825516598005,-73.99545192718506
6462.19,28 St & 41 Ave,40.751047,-73.93797
5769.04,Avenue C & E 18 St,40.730563,-73.973984
4692.01,Clermont Ave & Park Ave,40.69573398,-73.97129668
4600.09,Bushwick Ave & Linden St,40.69146,-73.92146
5905.14,University Pl & E 14 St,40.734814,-73.992085
4677.06,Montague St & Clinton St,40.6942715,-73.9923272
8543.01,10 Ave & W 202 St,40.861281970750994,-73.921417593956
7945.07,Walton Ave & E 153 St,40.822351,-73.926907
4847.03,Wyckoff Ave & Gates Ave,40.699871408829885,-73.91171872615814
7909.07,Westchester Ave & Longwood Ave,40.819701,-73.901311
4807.02,Madison St & Cypress Ave,40.70068,-73.90742
4812.04,Sands St Gate,40.699569,-73.979827
8107.1,Morris Ave & McClellan St,40.831584,-73.9149
7888.1,Dawson St & Intervale Ave,40.819999,-73.897263
4963.13,Menahan St & Seneca Ave,40.70461,-73.91054
7868.05,Gerard Ave & E 146 St,40.817755,-73.92965
4829.01,Columbia Heights & Cranberry St,40.70037867,-73.99548059
8044.09,Intervale Ave & Kelly St,40.827301,-73.896372
4517.03,Jefferson Ave & Evergreen Ave,40.68989,-73.91458
5569.06,W Broadway & Spring St,40.72494672359416,-74.00165855884552
3736.04,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686
4659.02,Myrtle Ave & St Edwards St,40.69327018,-73.97703874
7720.03,Lenox Ave & W 126 St,40.808442,-73.9452087
7860.08,Convent Ave & W 135 St,40.818215,-73.950988
4816.02,Myrtle Ave & Linden St,40.69943,-73.91337
5068.02,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171
7903.02,Broadway & W 133 St,40.8190344,-73.956156
8254.01,W 170 St & University Ave,40.84207,-73.926075
7884.04,E 149 St & Park Ave,40.818154,-73.925294
7823.03,Broadway & Moylan Pl,40.8143256,-73.9590255
7790.04,Lenox Ave & W 133 St,40.81296,-73.941878
5066.03,Fairview Ave & Linden St,40.70694,-73.90632
7723.01,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149
7910.01,Lenox Ave & W 144 St,40.819783,-73.936521
4128.08,Pioneer St & Richards St,40.6777748,-74.0094613
4729.01,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926
3460.02,36 St & 3 Ave,40.655716,-74.006664
7740.08,Brook Ave & E 141 St,40.809619,-73.917875
7443.01,Madison Ave & E 99 St,40.78948541553215,-73.95242929458618
8088.01,E 167 St & Clay Ave,40.83094,-73.91125
8018.09,W 146 St & Broadway,40.826969,-73.949738
7931.05,E 160 St & Tinton Ave,40.820302,-73.903944
4285.09,Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235
8111.07,River Ave & McClellan St,40.83406,-73.92243
7100.07,5 Ave & E 72 St,40.77282817,-73.96685276
7488.24,E 102 St & Park Ave,40.7904828,-73.95033068
4228.02,Fulton St & Utica Ave,40.6794268,-73.9298911
8456.02,Creston Ave & E 181 St,40.8549,-73.90281
4680.05,Bushwick Ave & Dekalb Ave,40.69502,-73.92825
5593.01,E 1 St & 1 Ave,40.72335597960796,-73.98864984512329
6280.12,E 32 St & Park Ave,40.7457121,-73.98194829
7976.08,Edgecombe Ave & W 145 St,40.823498,-73.94386
4494.04,Lafayette Ave & St James Pl,40.68851534,-73.9647628
5004.02,Boerum St & Broadway,40.70538077,-73.94976519
4422.04,Columbia St & Degraw St,40.6859296,-74.00242364
4074.03,Classon Ave & St Marks Ave,40.6765198,-73.9596082
5184.08,West St & Liberty St,40.711444,-74.014847
3266.01,7 Ave & 40 St,40.648169,-74.000057
4307.13,President St & Henry St,40.6828003,-73.99990419
7579.01,Pleasant Ave & E 120 St,40.7974772,-73.9311847
6890.01,W 53 St & 10 Ave,40.76669671,-73.99061728
3230.01,Caton Ave & E 10 St,40.648481,-73.97058
4425.02,Lewis Ave & Madison St,40.686312,-73.935775
4546.04,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121
5863.07,E 15 St & 3 Ave,40.734232,-73.986923
8194.06,Grand Concourse & E 171 St,40.839549,-73.913004
4437.09,Nevins St & Schermerhorn St,40.68737247650719,-73.98176059126854
7386.1,2 Ave & E 99 St,40.7862586,-73.94552579
7079.06,Central Park West & W 68 St,40.7734066,-73.97782542
7793.02,E 149 St & Eagle Ave,40.814046,-73.91186
4222.02,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392
8353.02,Amsterdam Ave & W 180 St,40.847396,-73.931205
7703.14,E 141 St & Jackson Ave,40.806896,-73.911837
8520.01,Andrew Ave N & Hall of Fame Tce,40.85834,-73.91008
8416.07,Broadway & W 185 St,40.852538,-73.93441
5354.01,Morgan Ave & Maspeth Ave,40.716657,-73.93637
5743.02,Calyer St & Jewel St,40.72984,-73.94839
4843.01,5 St & Market St,40.6999974843885,-73.97440128028393
7883.06,Lafayette Ave & Hunts Point Ave,40.816567,-73.888161
4895.09,Jay St & York St,40.70140317257725,-73.98672670125961
3135.04,Chester Ave & 12 Ave,40.644367,-73.984276
8049.1,Convent Ave & W 151 St,40.82831,-73.942924
3353.04,Greenwood Ave & E 4 St,40.650739,-73.977739
8586.09,Jerome Ave & W Fordham Rd,40.86294,-73.90108
7567.06,Lexington Ave & E 111 St,40.7954121,-73.9441232
4775.01,Irving Ave & Palmetto St,40.698,-73.9127
4214.03,Macon St & Nostrand Ave,40.680983,-73.950048
4357.01,Moffat St & Bushwick,40.68458,-73.90925
8085.13,Harlem River Dr & W 155 St,40.830476,-73.939929
5084.03,Division Ave & Marcy Ave,40.70708701,-73.95796783
8496.01,Ft. Washington Ave & W 190 St,40.856906,-73.935662
8632.07,W 204 St & Vermilyea Ave,40.866141,-73.922648
7188.1,E 81 St & Park Ave,40.77677702,-73.9590097
5262.09,Madison St & Montgomery St,40.713126,-73.984844
8579.05,Academy St & Nagle Ave,40.862562,-73.922661
5602.06,Greene St & Prince St,40.72511734422387,-73.99930492043495
8665.09,Isham St & Broadway,40.86788,-73.919685
4214.03,Macon St & Nostrand Ave,40.6809833854,-73.9500479759
4479.06,Bond St & Fulton St,40.68962188790333,-73.98304268717766
7188.13,Madison Ave & E 82 St,40.7781314,-73.96069399
7047.07,35 St & 23 Ave,40.77301508291382,-73.91119033098221
5561.04,Mott St & Prince St,40.72317958,-73.99480012
6398.06,W 37 St & 5 Ave,40.75038009,-73.98338988
7800.03,Amsterdam Ave & W 125 St,40.813358,-73.956461
3501.01,39 St & 2 Ave,40.65539977447831,-74.01062786579132
5669.12,E 6 St & 2 Ave,40.72737869323223,-73.98840844631195
8575.02,Cedar Ave & W Fordham Rd,40.86156,-73.91219
8613.09,10 Ave & W 207 St,40.864632,-73.918598
8358.1,Cabrini Blvd & W 177 St,40.848282,-73.941343
3220.01,58 St & Pier 4,40.646475,-74.026081
8041.07,E 161 St & River Ave,40.827883,-73.927111
8474.02,W 190 St & Broadway,40.85648733523576,-73.93296986818314
5164.04,Broadway & Berry St,40.710446,-73.965251
5436.11,E Houston St & Columbia St,40.71978635452822,-73.97871628403664
8491.07,Audubon Ave & Fort George Ave,40.85715781391904,-73.92717361450195
6441.02,Broadway & W 37 St,40.75172632,-73.98753523
5938.11,E 16 St & Irving Pl,40.735367055605394,-73.98797392845154
3312.07,Prospect Ave & Greenwood Ave,40.651745,-73.975988
5442.05,Bayard St & Leonard St,40.71915571696044,-73.94885390996933
7327.01,Wards Meadow Comfort Station,40.78294,-73.93077
5955.12,Perry St & Greenwich Ave,40.735918,-74.000939
6912.01,7 Ave & Central Park South,40.766741,-73.979069
7658.13,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308
7954.12,Frederick Douglass Blvd & W 145 St,40.823061,-73.941928
5659.11,E 11 St & Avenue B,40.72746420692392,-73.97950418293476
7650.05,West End Ave & W 107 St,40.8021174,-73.9681805305
5282.02,Devoe St & Morgan Ave,40.713811,-73.93515
5148.03,Leonard St & Maujer St,40.7103685423523,-73.94705951213837
5746.02,E 10 St & 2 Ave,40.72970805644994,-73.9865979552269
5190.07,Madison St & Clinton St,40.71269042,-73.98776323
5914.08,Greenwich Ave & Charles St,40.735238,-74.000271
6432.11,E 40 St & Park Ave,40.750756,-73.978326
3117.05,46 St & 7 Ave,40.644743,-74.003754
6662.09,51 St & Hobart St,40.75767234025041,-73.90769943594933
8265.09,Grand Concourse & East Mount Eden Ave,40.84301,-73.91172
6464.09,E 44 St & Lexington Ave,40.752643,-73.974996
5406.02,Rivington St & Ridge St,40.71850211,-73.98329859
6659.1,E 50 St & Park Ave,40.757334,-73.974235
6306.06,W 22 St & 10 Ave,40.74676446154801,-74.00436172268726
5379.1,N 6 St & Bedford Ave,40.71745169,-73.95850939
7113.08,East End Ave & E 86 St,40.77518615,-73.94446054
7082.14,23 Rd & 31 St,40.77336750284339,-73.91382560133934
4392.04,Putnam Ave & Throop Ave,40.6851532,-73.94111
8432.04,Amsterdam Ave & W 189 St,40.853142,-73.927094
3253.01,52 St & 1 Ave,40.649292,-74.020105
3084.05,52 St & 6 Ave,40.642703,-74.009441
8547.04,Broadway & Ellwood St,40.862058,-73.929719
8399.06,Fort Washington Ave & W 183 St,40.852252,-73.937854
5687.04,MacDougal St & Prince St,40.72710258,-74.00297088
7079.06,Central Park West & W 68 St,40.773407,-73.977825
3834.1,6 St & 7 Ave,40.6686627,-73.97988067
7774.02,Adam Clayton Powell Blvd & W 130 St,40.812346,-73.946168
3050.03,55 St & 5 Ave,40.642408,-74.013318
8453.14,W 190 St & St. Nicholas Ave,40.854788,-73.929513
5687.11,King St & Varick St,40.72789701409023,-74.00536268949507
8213.01,Plaza Dr & W 170 St,40.840484,-73.917946
4107.05,Franklin Ave & St Marks Ave,40.6758324,-73.9561677
7845.1,Grand Concourse & E 144 St,40.81687039466032,-73.92798498272896
3388.02,41 St & 3 Ave,40.652512,-74.008906
4751.01,Cedar St & Myrtle Ave,40.697842,-73.926241
4873.08,Evergreen Ave & Noll St,40.70106,-73.93318
4956.02,Humboldt St & Varet St,40.7031724,-73.940636
7853.01,Westchester Ave & Jackson Ave,40.816124,-73.908116
4568.01,Van Buren St & Broadway,40.692,-73.92617
4228.02,Fulton St & Utica Ave,40.679427,-73.929891
8290.01,Nelson Ave & W 172 St,40.843965,-73.920999
7991.01,Tinton Ave & E 165 St,40.824796,-73.90242
7935.07,Brook Ave & E 157 St,40.820713,-73.911759
5170.01,Stagg St & Morgan Ave,40.710681,-73.93372
7952.02,Cauldwell Ave & E 161 St,40.82188,-73.907521
4474.01,Halsey St & Evergreen Ave,40.68858,-73.91227
4522.07,State St & Smith St,40.68917,-73.9886
4784.02,Greene Av & Myrtle Av,40.698568,-73.918877
4582.05,Knickerbocker Ave & Cooper St,40.69081,-73.90448
4920.11,Broad St & Water St,40.70293782409166,-74.01149354875088
5108.01,Scholes St & Manhattan Ave,40.70870368,-73.9448625
3940.04,Sigourney St & Columbia St,40.67267243410948,-74.0087952464819
8649.03,Bainbridge Ave & E 198 St,40.8684871,-73.8884559781
5250.05,Bushwick Ave & Powers St,40.71247661,-73.94100005
4816.05,Myrtle Ave & Grove St,40.69905,-73.91516
8344.04,Macombs Rd & W 175 St,40.848177,-73.916082
8225.05,Clay Ave & Claremont Pkwy,40.83999,-73.90549
6708.04,Broadway	& W 48 St,40.760177,-73.984868
5332.1,Jackson St & Leonard St,40.71638031973561,-73.94821286201477
8720.02,Jerome Ave & E 198 St,40.87144520687118,-73.89289632439613
8156.03,E 170 St & Webster Ave,40.83617913677475,-73.90730146322765
5779.09,E 13 St & Avenue A,40.729667,-73.98068
4614.04,Atlantic Ave & Furman St,40.691652,-73.999979
4266.03,Clinton St & Union St,40.683116,-73.997853
8778.01,E Mosholu Pkwy & Van Cortlandt Ave E,40.87656,-73.88366
6140.05,W 21 St & 6 Ave,40.74174,-73.994156
5779.1,E 14 St & 1 Ave,40.731393,-73.982867
5636.11,Great Jones St,40.727434,-73.99379
8186.01,Fulton Ave & E 172 St,40.839229,-73.899047
7271.01,Shore Blvd & Astoria Park,40.77977,-73.923162
7807.04,Beck St & Leggett Ave,40.815077,-73.899939
8707.01,Goulden Ave & W 197 St,40.87156,-73.89714
7835.1,St Ann's Ave & Westchester Ave,40.815887,-73.911918
8643.01,Bailey Ave & Sedgwick Ave,40.86571,-73.90857
4890.11,Menahan St & Wyckoff Ave,40.70113,-73.91422
5860.02,Green St & McGuinness Blvd,40.73396,-73.95204
4768.02,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342
7913.15,Cauldwell Ave & E 158 St,40.81989,-73.908351
6554.05,34 Ave & 48 St,40.75388,-73.914952
4735.16,Hancock St & Wyckoff Ave,40.6972,-73.90674
8752.01,Bedford Park Blvd & Paul Ave,40.87444,-73.89186
7918.12,Melrose Ave & E 154 St,40.819609,-73.916071
4422.05,Columbia St & Kane St,40.68763155,-74.0016256
4843.01,5 St & Market St,40.699997,-73.974401
5096.11,Pearl St & Peck Slip,40.708485,-74.002751
7777.02,E 144 St & Brook Ave,40.811675,-73.917037
8348.02,Popham Ave & W 174 St,40.847746,-73.922079
8472.06,Valentine Ave & E 183 St,40.856987,-73.898237
7812.01,E 149 St & Jackson Ave,40.813135,-73.909235
