cc_num,provider,expires
4685680295001955,visa,01/21
4135449811055770,visa,11/20
4960014873839519,visa,03/21
4357471807296300,visa,06/20
4817893552016589,visa,03/21
4529188035615191,visa,12/22
4713265367498713,visa,07/21
4505100988797320,visa,04/25
4576022535589196,visa,08/21
4595331975863772,visa,11/25
4466262316065668,visa,11/26
4595043205118196,visa,06/21
4397010556490201,visa,02/25
4286688347673633,visa,03/26
4240268302917476,visa,07/26
4675263303042683,visa,09/23
4616365535785385,visa,11/25
4848434575166334,visa,01/22
4011215323263361,visa,02/21
4376590938748207,visa,07/24
4454332732431184,visa,06/24
4310912306853105,visa,04/24
4834030449408070,visa,10/21
4987569152927938,visa,12/21
4621582166978252,visa,04/24
4765639172080485,visa,06/26
4507218378739450,visa,04/21
4053173700264248,visa,10/20
4224437749793119,visa,08/23
4731661739080460,visa,08/23
4804309898957787,visa,10/25
4775866045743332,visa,03/23
4658905495372804,visa,05/26
4692207619042340,visa,01/22
4359931997892216,visa,11/22
4450299557755936,visa,08/21
4019624936564770,visa,10/25
4191364226049121,visa,01/24
4560554080154982,visa,09/24
4549388971443006,visa,08/24
4190686155705286,visa,03/22
4846441627568955,visa,05/20
4820081903719052,visa,10/26
4994526307436265,visa,04/22
4753621300682972,visa,06/26
4928507369503607,visa,01/24
4164498621963065,visa,12/24
4054870107562293,visa,08/26
4886169907280345,visa,09/20
4982917045495800,visa,02/25
4540268821253624,visa,01/24
4473252568568296,visa,04/23
4787967993648279,visa,07/21
4892180234173790,visa,10/23
4763581108432343,visa,08/26
4709078707595072,visa,10/20
4129090439874560,visa,08/22
4726536548206059,visa,05/25
4663001507344834,visa,05/22
4512657122789241,visa,08/24
4920946121602034,visa,04/24
4998279332964002,visa,11/25
4499896463325622,visa,11/21
4813251291678843,visa,03/23
4825493553763261,visa,07/23
4980539260153229,visa,12/24
4390719805244006,visa,04/21
4673027285629037,visa,02/26
4298936993417789,visa,07/25
4889270085396700,visa,04/25
4094026775370087,visa,06/20
4543470112648960,visa,06/25
4962709055974962,visa,11/21
4727650121706853,visa,04/22
4181301579236030,visa,03/27
4603966394056498,visa,07/23
4353100147727179,visa,07/23
4325390372084595,visa,03/22
4759825985992325,visa,08/22
4971914405030403,visa,12/21
4488820675279891,visa,11/21
4292434821329679,visa,03/25
4209538548286483,visa,03/27
4518418282181610,visa,04/22
4353876240590941,visa,08/24
4191901064241565,visa,09/23
4142217861699008,visa,03/25
4191338230712841,visa,06/22
4450644987028869,visa,05/25
4709556817584789,visa,11/21
4712911663439361,visa,03/21
4852436099810993,visa,02/24
4307032881694942,visa,03/22
4712882100027061,visa,12/23
4855038576979007,visa,11/25
4323835285993102,visa,10/22
4135381815087147,visa,06/22
4992021332110723,visa,03/27
4412020723896439,visa,03/22
4671130257215454,visa,04/25
4176185848868872,visa,11/24
4041402627505721,visa,10/26
4525995440940897,visa,02/24
4470507579401859,visa,07/22
4908940346147756,visa,02/27
4754373901273269,visa,09/21
4283373583089876,visa,02/21
4615758392376556,visa,10/22
4836387921580927,visa,11/23
4141909605650062,visa,12/23
4098432710319534,visa,04/25
4514279171389019,visa,11/21
4220586663900649,visa,05/23
4872323676679650,visa,06/22
4107888568744454,visa,08/25
4886910390083690,visa,01/22
4929947963544905,visa,09/23
4008642240792211,visa,12/22
4738493469192932,visa,07/22
4204865112532751,visa,12/22
4525247184579733,visa,01/25
4848574790648408,visa,10/20
4324825333069160,visa,06/22
4123138236290120,visa,06/26
4174438313803433,visa,08/20
4391272548949043,visa,02/25
4320725215376812,visa,06/24
4290358489157662,visa,01/22
4500091088484155,visa,11/26
4217505875303801,visa,02/25
4867829024420917,visa,08/25
4736191165985748,visa,01/21
4475197180387021,visa,11/22
4898122731219506,visa,12/23
4653293548424228,visa,09/23
4007144070776605,visa,02/22
4600213457499007,visa,08/22
4247540221880891,visa,03/23
4491759227445953,visa,06/20
4658660108642560,visa,08/24
4023070566522478,visa,03/23
4674867919808476,visa,03/23
4616068074199014,visa,08/25
4236341552723898,visa,10/25
4428922150614122,visa,11/23
4666831264978581,visa,04/25
4622719637017166,visa,01/27
4866868538250650,visa,08/26
4364532265777155,visa,02/22
4845229462513660,visa,07/24
4090727034196296,visa,11/21
4883663522675890,visa,08/24
4242879270358044,visa,07/24
4885843515275019,visa,06/25
4258262615598619,visa,06/21
4666705579775165,visa,10/24
4672119850786911,visa,07/25
4747303968693893,visa,11/23
4743835613012668,visa,01/24
4497777887833692,visa,11/23
4647449923122782,visa,04/21
4949796883236555,visa,03/24
4637505475263662,visa,09/25
4190417396895714,visa,04/24
4445477846392608,visa,03/23
4710948573093286,visa,09/22
4611474863352084,visa,06/21
4344586002858194,visa,07/21
4362051211612475,visa,02/22
4677720681876170,visa,02/27
4125580628518162,visa,09/24
4565891259248400,visa,08/25
4725341845011562,visa,08/22
4700129228336907,visa,06/22
4339045127368073,visa,11/21
4302778730463260,visa,12/21
4723519933852987,visa,03/24
4475306772527551,visa,03/25
4324375807852089,visa,07/25
4961011296586932,visa,09/23
4760076335013100,visa,06/21
4050343369006866,visa,05/20
4159210768503456,visa,01/23
4490681434493348,visa,11/21
4771358676972897,visa,05/20
4634830624122616,visa,09/26
4241781403122134,visa,03/21
4189567456129843,visa,06/22
4708636006263709,visa,04/20
4875491545587243,visa,07/25
4812196578365245,visa,08/25
4736794604962663,visa,12/26
4155371544109655,visa,02/22
4732290899827699,visa,04/24
4044398783542663,visa,05/23
4451464122265014,visa,07/23
4685535491321815,visa,12/25
4977735677437370,visa,02/21
4359189716699335,visa,06/21
4827174073313716,visa,02/21
4702495037940223,visa,12/22
4998981045973069,visa,12/26
4422879820460268,visa,01/22
4018975026069695,visa,10/20
4843073781790431,visa,08/24
4439152533032209,visa,05/25
4039141414254929,visa,06/24
4565916048914077,visa,03/25
4297121392614796,visa,02/26
4628182225007186,visa,03/22
4761764793457328,visa,05/25
4691298379888791,visa,01/22
4175215512283826,visa,01/25
4414151446624374,visa,11/23
4520787897841081,visa,02/27
4858414360518029,visa,11/24
4441853150425271,visa,07/23
4308207761995192,visa,04/21
4928412638539443,visa,03/21
4301597100340192,visa,04/27
4700875894727577,visa,12/22
4799594218664554,visa,12/22
4576999508200986,visa,12/25
4227916411830017,visa,11/23
4433685796777339,visa,12/26
4195400934108589,visa,02/24
4980058049975125,visa,11/22
4945155545665608,visa,04/21
4915997630907486,visa,05/20
4012994765347523,visa,08/24
4997925331045943,visa,01/22
4596343223508868,visa,04/21
4376072705249669,visa,01/25
4709571407821368,visa,07/24
4449132184661181,visa,01/24
4231490508272107,visa,05/24
4609279602176734,visa,10/23
4950066108557862,visa,11/25
4623554232506324,visa,03/21
4865952509158794,visa,09/22
4894035789291058,visa,04/22
4417739130829031,visa,08/20
4240274781931905,visa,02/27
4097152893973854,visa,05/24
4404742884390684,visa,04/23
4415760195692405,visa,02/25
4731092221283489,visa,01/22
4083776083355088,visa,12/24
4755385812801284,visa,02/21
4658342191517096,visa,08/22
4954157053707358,visa,06/24
4223780810736736,visa,11/22
4062731585857367,visa,01/25
4305204135147116,visa,09/22
4739672684659184,visa,01/23
4642562376534702,visa,02/27
4674760385499963,visa,06/21
4618709373701400,visa,12/23
4489810296394293,visa,01/27
4331180006126405,visa,10/25
4910477252079257,visa,05/23
4980558958625280,visa,09/23
4204325871295603,visa,10/26
4462624220516819,visa,05/24
4866358724524159,visa,09/26
4380417395963075,visa,08/22
4247625231205450,visa,10/20
4007630498886000,visa,04/22
4554826609920467,visa,02/22
4498329552166443,visa,05/25
4581373389586710,visa,08/26
4410650913813497,visa,12/25
4446643181784266,visa,07/20
4663660806818820,visa,01/27
4263066647248215,visa,09/23
4667742187715449,visa,10/26
4087643555235691,visa,08/21
4827362028894506,visa,11/26
4297709623749504,visa,05/26
4407945321033059,visa,04/22
4933287456489472,visa,08/21
4945477298426636,visa,01/23
4242231987821304,visa,12/24
4358716735427529,visa,08/25
4956470964838784,visa,09/25
4838098329533610,visa,11/24
4687906364984849,visa,07/26
4266621326391939,visa,05/26
4687927162721290,visa,11/20
4073709724361332,visa,03/22
4149435243780030,visa,10/22
4084695864193139,visa,02/26
4956860373932956,visa,11/21
4886563606790689,visa,08/22
4690692895255454,visa,08/23
4900030871005617,visa,08/22
4695086170871405,visa,10/24
4751169040745057,visa,01/23
4130461625892327,visa,01/22
4716673517722519,visa,12/20
4805019409095683,visa,01/24
4316975291136491,visa,12/23
4024491064093052,visa,05/25
4456183067612650,visa,12/20
4076418939130469,visa,08/20
4601853246125220,visa,03/27
4576686256762198,visa,06/24
4471642827648123,visa,09/20
4068988757917338,visa,06/25
4528901926295613,visa,07/21
4714554394959790,visa,02/22
4696003254719649,visa,06/26
4663876677020334,visa,02/24
4422147277337995,visa,09/24
4194546008807406,visa,09/23
4414353077788649,visa,08/21
4201577942829058,visa,12/20
4936055664756066,visa,08/22
4583857340742030,visa,09/22
4377984017315716,visa,03/25
4750842106627176,visa,10/24
4248021069694115,visa,03/26
4361311290650593,visa,02/24
4964519872685404,visa,03/21
4136866810647605,visa,12/26
4832806738814686,visa,06/22
4274396477225349,visa,01/25
4170840302810671,visa,04/23
4286229688874975,visa,07/24
4220113543241837,visa,07/25
4000711483078782,visa,06/22
4344174703404608,visa,01/24
4525200848056242,visa,10/23
4557913501870136,visa,01/24
4978323676439025,visa,09/21
4698986959099333,visa,07/20
4996651848791321,visa,05/25
4677398905942712,visa,01/21
4787321960912690,visa,03/21
4553580746227556,visa,11/24
4318752316857619,visa,10/22
4182042824373900,visa,05/20
4545270447567754,visa,08/25
4715458617749120,visa,02/27
4259237644323063,visa,04/25
4773939712200449,visa,06/24
4480747040581552,visa,09/22
4821502631888181,visa,06/23
4741577760487499,visa,09/21
4031984890523392,visa,04/21
4469005799055921,visa,12/21
4508769044696010,visa,02/25
4291579996447895,visa,06/25
4692202382731534,visa,10/26
4783929154673409,visa,03/25
4994100522223039,visa,04/24
4214288875888799,visa,03/27
4289440518456266,visa,10/23
4592920262997096,visa,09/20
4125752219101662,visa,12/22
4556132692915276,visa,07/23
4150194085630730,visa,04/22
4850586906141354,visa,06/26
4702167383671435,visa,08/24
4958284945515009,visa,03/22
4471924627057808,visa,01/21
4578386666799975,visa,12/25
4884027326069545,visa,02/26
4492004290702207,visa,03/27
4050870902551487,visa,11/26
4541789134685664,visa,01/21
4773103552594987,visa,06/21
4829554629107043,visa,01/25
4069792522347378,visa,11/23
4690402265237086,visa,03/25
4465782219790600,visa,01/27
4177723534950049,visa,04/21
4843669309245848,visa,06/25
4503930287436358,visa,05/25
4228648496051107,visa,09/22
4174101556637948,visa,10/24
4556290092406039,visa,10/20
4811408325060719,visa,05/22
4527632357482179,visa,02/27
4648753402721025,visa,08/22
4223006816996045,visa,11/24
4832831650708690,visa,03/26
4061299660308814,visa,03/24
4775848530800421,visa,05/26
4628346244401924,visa,06/25
4747572226294401,visa,10/21
4808802705277684,visa,08/23
4172470368841606,visa,12/23
4312669716663890,visa,10/20
4459337265426761,visa,05/20
4651603479252772,visa,02/25
4427339592418304,visa,07/26
4853748893579569,visa,11/26
4123025947106796,visa,11/26
4561883708168747,visa,12/22
4593031032465577,visa,06/23
4662643063920233,visa,09/22
4442395764325280,visa,01/25
4150761237239865,visa,08/22
4513303883246423,visa,07/20
4153074839966522,visa,03/23
4671551126996828,visa,01/22
4639001240459726,visa,10/26
4389156195030724,visa,03/25
4676385564960490,visa,02/23
4012719359437095,visa,11/25
4910949333064003,visa,02/26
4708318905693506,visa,02/22
4870788721392685,visa,07/22
4965749169029938,visa,01/21
4951159965077923,visa,03/26
4480128203729330,visa,10/23
4060211938695469,visa,02/25
4807818273691891,visa,02/27
4265368204563673,visa,05/22
4736344601511673,visa,06/23
4261568423562273,visa,02/26
4012607509953998,visa,10/25
4356656695852575,visa,12/24
4971304367143917,visa,01/21
4765940281211783,visa,09/23
4910955157170982,visa,11/25
4262611332947091,visa,05/24
4730961919788747,visa,02/21
4160241439990571,visa,04/25
4975824705433346,visa,09/20
4955561255148247,visa,07/22
4296247528341425,visa,11/22
4663751837960648,visa,05/23
4047568579566194,visa,03/25
4075808113199283,visa,12/25
4923195015250164,visa,09/22
4268211610722003,visa,02/22
4685190928552226,visa,01/26
4778141329322907,visa,10/22
4515876427459055,visa,03/23
4237793494359752,visa,01/26
4335091992925138,visa,07/21
4983251470577927,visa,09/23
4210411123217512,visa,12/26
4399429243404920,visa,04/25
4679514220989893,visa,07/25
4944686524410906,visa,07/22
4077228461180157,visa,05/25
4567005993683081,visa,12/23
4155766801844813,visa,05/20
4623489637953898,visa,03/24
4960419544191747,visa,11/24
4885854654167883,visa,11/22
4877530661193167,visa,08/24
4278482782441700,visa,03/24
4731810243647245,visa,02/27
4734370368762771,visa,06/23
4105944458641961,visa,04/20
4057608685355178,visa,05/26
4285325458631388,visa,11/24
4092115788877543,visa,07/26
4031397323627930,visa,07/26
4989093059251498,visa,02/23
4612844125235286,visa,12/26
4608401964649444,visa,05/26
4003143157229086,visa,02/21
4289125814550744,visa,05/21
4351032747163723,visa,08/24
4492890449945949,visa,10/26
4007803293091973,visa,05/23
4155708817348223,visa,06/22
4751824997201559,visa,09/24
4532924290789619,visa,11/24
4665255533717086,visa,10/24
4789490563144262,visa,04/20
4819795683651366,visa,12/26
4365609452130270,visa,01/23
4903953095171302,visa,06/24
4352109566206475,visa,09/21
4337816611094421,visa,04/20
4944428224504732,visa,10/22
4328724582678555,visa,02/24
4233220730614141,visa,10/26
4134211510866365,visa,05/24
4874276350572435,visa,08/26
4556004605421256,visa,12/20
4574464325284152,visa,11/25
4958778828276472,visa,09/21
4817016026427188,visa,07/21
4266651139716758,visa,04/25
4602797140452660,visa,08/21
4148650967397107,visa,04/21
4548631405197735,visa,04/20
4236442907957171,visa,08/25
4831489348553167,visa,06/21
4969446848693137,visa,05/24
4118481603965057,visa,02/25
4281783875596457,visa,04/22
4770443925567853,visa,09/23
4730493954441792,visa,06/21
4465148733107087,visa,02/26
4175895890573268,visa,01/27
4320775991930571,visa,08/24
4733625560129611,visa,02/23
4084987407985604,visa,07/26
4567912953389494,visa,07/25
4747316975029729,visa,08/22
4524655973086226,visa,01/21
4085915089413917,visa,04/24
4964842252776076,visa,07/22
4260303608686155,visa,03/21
4184064386523324,visa,10/21
4097043433076979,visa,11/25
4697208746725455,visa,04/27
4533174593663322,visa,12/26
4983538898160306,visa,08/21
4766142128538564,visa,05/22
4696522927022123,visa,01/23
4462769668765202,visa,07/24
4789304905619784,visa,11/22
4477083897651859,visa,05/21
4250391767342431,visa,02/27
4974025269957057,visa,06/23
4756379383900343,visa,09/24
4700257478893135,visa,12/24
4538948017378038,visa,03/21
4207135848109127,visa,09/21
4640929895645081,visa,08/22
4576819187816474,visa,05/26
4650805023694398,visa,02/22
4863736655810700,visa,03/23
4976704611274571,visa,09/20
4155805970779671,visa,05/24
4090158930541791,visa,03/23
4446475377811896,visa,11/20
4355043802082837,visa,05/20
4997379740995969,visa,12/26
4273174947957416,visa,05/22
4846438238806139,visa,06/25
4863142568123325,visa,02/21
4891228044649581,visa,12/23
4546903332397858,visa,02/24
4669990427693656,visa,09/23
4610132329327766,visa,05/23
4070478627221885,visa,06/26
4691206548158905,visa,10/26
4943323743170449,visa,12/24
4487616646732070,visa,02/22
4384512480247289,visa,03/26
4779796702239413,visa,05/22
4830517659976501,visa,07/21
4010491522676510,visa,05/26
4193791168154410,visa,03/27
4102208376692941,visa,11/20
4134856797526023,visa,09/23
4046580996275755,visa,02/26
4595060026138054,visa,07/26
4830872433890985,visa,07/25
4939892327522593,visa,12/26
4100897875900045,visa,03/22
4459884063704816,visa,11/25
4208744888026353,visa,08/23
4102648211185520,visa,01/21
4304993354162233,visa,10/23
4718600322549306,visa,03/23
4279028787806121,visa,10/22
4016674905670309,visa,08/24
4990953891470092,visa,02/23
4093732081212225,visa,02/22
4932276477107727,visa,12/24
4007043042694906,visa,01/21
4280642494625132,visa,09/22
4718088261794564,visa,11/21
4377245881356511,visa,04/24
4813142511722562,visa,12/26
4487139383832383,visa,12/25
4903605642130500,visa,03/24
4662988751297307,visa,09/22
4401844901680031,visa,08/22
4900217487744073,visa,07/25
4844010475893849,visa,02/21
4536230324666450,visa,07/20
4967468090260813,visa,11/20
4316703412721730,visa,05/25
4425252560201473,visa,01/21
4929941496528170,visa,07/25
4412320620329694,visa,08/21
4746469789836820,visa,09/25
4153347371820756,visa,09/23
4299975591656421,visa,04/22
4969745472717926,visa,09/26
4745153452772048,visa,08/21
4249855669643629,visa,10/21
4112746589813182,visa,05/20
4619307110740242,visa,03/24
4397959236259107,visa,04/25
4226696893259197,visa,08/20
4137232961906457,visa,06/20
4229992270732451,visa,04/22
4603855899273510,visa,02/27
4467127928394914,visa,10/22
4675792979214002,visa,12/25
4176101092370119,visa,11/23
4694331023888169,visa,07/26
4126971468664100,visa,12/23
4648698499890458,visa,11/23
4344939924159607,visa,11/22
4004464422225512,visa,01/24
4981708117204464,visa,08/25
4673449105544339,visa,06/20
4493527764687750,visa,04/24
4243083481619992,visa,11/25
4988271202430463,visa,09/22
4516845271324227,visa,10/26
4897270714873152,visa,11/21
4745441293060750,visa,02/23
4033135786826963,visa,07/25
4852199106048540,visa,05/21
4860130605211230,visa,03/26
4510090339000776,visa,12/24
4787144933454917,visa,11/25
4558425312938902,visa,07/22
4164860721176213,visa,07/26
4776500587768147,visa,05/25
4649094656258979,visa,02/24
4885674005863117,visa,04/25
4650822922270873,visa,02/22
4155246271960563,visa,10/23
4481318853252134,visa,09/20
4957133265247787,visa,10/22
4907774594732857,visa,04/22
4638664282236350,visa,03/27
4154814080458193,visa,03/23
4916917958394579,visa,01/23
4526460235422345,visa,01/27
4096842745290884,visa,05/26
4772401826061440,visa,01/24
4394311895617899,visa,07/21
4166462803365836,visa,12/24
4213047480228861,visa,04/21
4545042833349059,visa,12/21
4100960653958666,visa,09/26
4556175259709095,visa,10/24
4189753650327645,visa,05/20
4877888163958861,visa,10/25
4363131035848635,visa,09/20
4678055768580257,visa,06/20
4921004063195739,visa,03/26
4506552469493333,visa,03/25
4859079051804522,visa,11/22
4732562418055634,visa,06/22
4636512404770636,visa,10/20
4771778158408633,visa,08/23
4591975187343066,visa,05/20
4793968754509553,visa,10/20
4602430806456490,visa,01/25
4117492857335567,visa,03/25
4641517482783727,visa,01/27
4525042133462283,visa,05/21
4629495384468182,visa,02/25
4994737573388052,visa,04/23
4505270134910836,visa,06/22
4489774018592966,visa,09/21
4576070822031356,visa,10/20
4066895298320215,visa,01/26
4222746491260263,visa,09/25
4661693857717130,visa,07/26
4524431201461122,visa,01/22
4519258426972915,visa,06/20
4170262389726037,visa,05/26
4401280659360528,visa,05/23
4826503725401233,visa,12/20
4699541132674822,visa,07/22
4874004137663339,visa,12/23
4112847194141777,visa,07/21
4739554452729755,visa,03/24
4664181719281468,visa,03/27
4044614582730626,visa,06/22
4052325679412775,visa,02/22
4277129987744112,visa,12/22
4635434133440053,visa,12/24
4922722131697357,visa,08/23
4658449285923468,visa,09/23
4462100780914215,visa,04/21
4042474170401367,visa,12/26
4148216881336017,visa,12/26
4930827552702659,visa,08/24
4043287292294083,visa,06/22
4518551832681497,visa,09/22
4407793563299065,visa,10/25
4532268317680074,visa,04/24
4051336310708449,visa,06/21
4738705475489956,visa,11/26
4434781350117753,visa,01/26
4228439815122229,visa,04/20
4106441056093942,visa,02/25
4956596716002053,visa,07/26
4395898632163368,visa,12/26
4563660198779672,visa,01/25
4570152592326194,visa,05/24
4031660766138255,visa,05/21
4435754578076316,visa,06/25
4077932118477672,visa,08/21
4412329677647957,visa,09/26
4491657943209937,visa,03/21
4676458907392570,visa,04/22
4334109774350274,visa,10/26
4068430163406812,visa,06/25
4220896249434470,visa,12/26
4438501670122382,visa,10/22
4695890822342701,visa,04/20
4440179480929480,visa,07/21
4221028437616879,visa,01/21
4312794782932498,visa,03/26
4690823075644825,visa,07/21
4988406603222883,visa,11/20
4417674006567144,visa,09/26
4386665602995330,visa,12/26
4469099708147036,visa,04/24
4172134813903680,visa,09/25
4493098718727399,visa,04/25
4216770067329821,visa,02/22
4982325010503071,visa,05/25
4280630874392472,visa,09/23
4895053549959137,visa,06/22
4741491355394385,visa,07/25
4239539578452171,visa,08/25
4062842148144233,visa,02/26
4029536382899161,visa,09/22
4836715383646960,visa,10/23
4173485720649769,visa,04/22
4436954834046256,visa,04/21
4769362566759145,visa,09/24
4582426820632995,visa,10/21
4430984450622367,visa,05/21
4162864650259323,visa,11/26
4854467489763656,visa,09/25
4878059933626126,visa,03/24
